@relation DataTraffic-weka.filters.supervised.instance.ClassBalancer-num-intervals10-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R2-5

@attribute frame.len numeric
@attribute ip.proto numeric
@attribute ip.src {10.55.2.49,10.55.2.52,10.55.2.51,162.213.33.48,162.213.33.44,64233190189,216.58.222.67,172.217.30.14,216.58.222.101,172.217.29.78,162.213.33.50,216.58.222.78,172.217.30.3,216.58.202.238,216.58.222.69,172.217.29.46,172.217.29.69,216.58.212.131,172.217.29.37,52.37.48.84,192.16.58.8}
@attribute ip.dst {10.55.2.52,10.55.2.49,10.55.2.51,162.213.33.50,162.213.33.44,162.213.33.48,162.213.33.49,64233190189,216.58.222.67,172.217.30.14,216.58.222.101,172.217.29.78,216.58.222.78,172.217.30.3,216.58.202.238,216.58.222.69,172.217.29.46,172.217.29.69,216.58.212.131,172.217.29.37,52.37.48.84,192.16.58.8}
@attribute ip.hdr_len numeric
@attribute tcp.srcport numeric
@attribute tcp.dstport numeric
@attribute tcp.seq numeric
@attribute tcp.hdr_len numeric
@attribute tcp.window_size numeric
@attribute Class {MOBILE,CONTROL,SERVICES}

@data
0.024854,0,10.55.2.49,10.55.2.52,0,0.601457,0.081844,0.000041,0,0.000014,MOBILE,{0.685931}
0,0,10.55.2.52,10.55.2.49,0,0.081844,0.601457,0.000041,0,0,CONTROL,{0.896563}
0.024854,0,10.55.2.49,10.55.2.52,0,0.601357,0.081844,0.000041,0,0.000014,MOBILE,{0.685931}
0,0,10.55.2.52,10.55.2.49,0,0.081844,0.601357,0.000041,0,0,CONTROL,{0.896563}
0.024854,0,10.55.2.49,10.55.2.52,0,0.601324,0.081844,0.000041,0,0.000014,MOBILE,{0.685931}
0,0,10.55.2.52,10.55.2.49,0,0.081844,0.601324,0.000041,0,0,CONTROL,{0.896563}
0.024854,0,10.55.2.49,10.55.2.52,0,0.601424,0.081844,0.000041,0,0.000014,MOBILE,{0.685931}
0,0,10.55.2.52,10.55.2.49,0,0.081844,0.601424,0.000041,0,0,CONTROL,{0.896563}
0.024854,0,10.55.2.49,10.55.2.52,0,0.601291,0.081844,0.000041,0,0.000014,MOBILE,{0.685931}
0,0,10.55.2.52,10.55.2.49,0,0.081844,0.601291,0.000041,0,0,CONTROL,{0.896563}
0.024854,0,10.55.2.49,10.55.2.52,0,0.601524,0.081844,0.000041,0,0.000014,MOBILE,{0.685931}
0,0,10.55.2.52,10.55.2.49,0,0.081844,0.601524,0.000041,0,0,CONTROL,{0.896563}
0.019006,0,10.55.2.52,10.55.2.49,0,0.081844,0.601457,0.000041,0,0,MOBILE,{0.685931}
0.015351,0,10.55.2.49,10.55.2.52,0,0.601457,0.081844,0.002832,0,0.000014,MOBILE,{0.685931}
0.010234,0,10.55.2.52,10.55.2.51,0,0.745384,0.09848,0.000041,0,0.000014,SERVICES,{2.343249}
0.01462,0,10.55.2.51,10.55.2.52,0,0.09848,0.745384,0.000041,0,0,SERVICES,{2.343249}
0,0,10.55.2.52,10.55.2.51,0,0.745384,0.09848,0.00119,0,0.000014,CONTROL,{0.896563}
0.01462,0,10.55.2.52,10.55.2.49,0,0.081844,0.601457,0.002175,0,0,MOBILE,{0.685931}
0.008772,0,10.55.2.49,10.55.2.52,0,0.601457,0.081844,0.004556,0,0.000014,MOBILE,{0.685931}
0.022661,0,10.55.2.52,10.55.2.49,0,0.081844,0.601457,0.003817,0,0,MOBILE,{0.685931}
0.019006,0,10.55.2.52,10.55.2.49,0,0.081844,0.601324,0.000041,0,0,MOBILE,{0.685931}
0.019006,0,10.55.2.49,10.55.2.52,0,0.601457,0.081844,0.005541,0,0.000014,MOBILE,{0.685931}
0.019006,0,10.55.2.52,10.55.2.49,0,0.081844,0.601357,0.000041,0,0,MOBILE,{0.685931}
0.015351,0,10.55.2.49,10.55.2.52,0,0.601324,0.081844,0.002832,0,0.000014,MOBILE,{0.685931}
0.019006,0,10.55.2.52,10.55.2.49,0,0.081844,0.601424,0.000041,0,0,MOBILE,{0.685931}
0.019006,0,10.55.2.52,10.55.2.49,0,0.081844,0.601291,0.000041,0,0,MOBILE,{0.685931}
0.010234,0,10.55.2.52,10.55.2.51,0,0.745251,0.09848,0.000041,0,0.000014,SERVICES,{2.343249}
0.015351,0,10.55.2.49,10.55.2.52,0,0.601424,0.081844,0.002832,0,0.000014,MOBILE,{0.685931}
0.015351,0,10.55.2.49,10.55.2.52,0,0.601357,0.081844,0.002832,0,0.000014,MOBILE,{0.685931}
0.010234,0,10.55.2.52,10.55.2.51,0,0.745351,0.09848,0.000041,0,0.000014,SERVICES,{2.343249}
0.010234,0,10.55.2.52,10.55.2.51,0,0.745284,0.09848,0.000041,0,0.000014,SERVICES,{2.343249}
0.015351,0,10.55.2.49,10.55.2.52,0,0.601291,0.081844,0.002832,0,0.000014,MOBILE,{0.685931}
0.010234,0,10.55.2.52,10.55.2.51,0,0.745217,0.09848,0.000041,0,0.000014,SERVICES,{2.343249}
0.01462,0,10.55.2.51,10.55.2.52,0,0.09848,0.745284,0.000041,0,0,SERVICES,{2.343249}
0,0,10.55.2.52,10.55.2.51,0,0.745284,0.09848,0.00119,0,0.000014,CONTROL,{0.896563}
0.01462,0,10.55.2.52,10.55.2.49,0,0.081844,0.601357,0.002175,0,0,MOBILE,{0.685931}
0.01462,0,10.55.2.51,10.55.2.52,0,0.09848,0.745351,0.000041,0,0,SERVICES,{2.343249}
0,0,10.55.2.52,10.55.2.51,0,0.745351,0.09848,0.00119,0,0.000014,CONTROL,{0.896563}
0.01462,0,10.55.2.52,10.55.2.49,0,0.081844,0.601424,0.002175,0,0,MOBILE,{0.685931}
0.008772,0,10.55.2.49,10.55.2.52,0,0.601357,0.081844,0.004556,0,0.000014,MOBILE,{0.685931}
0.022661,0,10.55.2.52,10.55.2.49,0,0.081844,0.601357,0.003817,0,0,MOBILE,{0.685931}
0.01462,0,10.55.2.51,10.55.2.52,0,0.09848,0.745217,0.000041,0,0,SERVICES,{2.343249}
0,0,10.55.2.52,10.55.2.51,0,0.745217,0.09848,0.00119,0,0.000014,CONTROL,{0.896563}
0.01462,0,10.55.2.52,10.55.2.49,0,0.081844,0.601291,0.002175,0,0,MOBILE,{0.685931}
0.01462,0,10.55.2.51,10.55.2.52,0,0.09848,0.745251,0.000041,0,0,SERVICES,{2.343249}
0,0,10.55.2.52,10.55.2.51,0,0.745251,0.09848,0.00119,0,0.000014,CONTROL,{0.896563}
0.008772,0,10.55.2.49,10.55.2.52,0,0.601424,0.081844,0.004556,0,0.000014,MOBILE,{0.685931}
0.01462,0,10.55.2.52,10.55.2.49,0,0.081844,0.601324,0.002175,0,0,MOBILE,{0.685931}
0.022661,0,10.55.2.52,10.55.2.49,0,0.081844,0.601424,0.003817,0,0,MOBILE,{0.685931}
0.008772,0,10.55.2.49,10.55.2.52,0,0.601291,0.081844,0.004556,0,0.000014,MOBILE,{0.685931}
0.022661,0,10.55.2.52,10.55.2.49,0,0.081844,0.601291,0.003817,0,0,MOBILE,{0.685931}
0.019006,0,10.55.2.49,10.55.2.52,0,0.601357,0.081844,0.005541,0,0.000014,MOBILE,{0.685931}
0.008772,0,10.55.2.49,10.55.2.52,0,0.601324,0.081844,0.004556,0,0.000014,MOBILE,{0.685931}
0.019006,0,10.55.2.49,10.55.2.52,0,0.601291,0.081844,0.005541,0,0.000014,MOBILE,{0.685931}
0.019006,0,10.55.2.49,10.55.2.52,0,0.601424,0.081844,0.005541,0,0.000014,MOBILE,{0.685931}
0.022661,0,10.55.2.52,10.55.2.49,0,0.081844,0.601324,0.003817,0,0,MOBILE,{0.685931}
0.019006,0,10.55.2.49,10.55.2.52,0,0.601324,0.081844,0.005541,0,0.000014,MOBILE,{0.685931}
0.019006,0,10.55.2.52,10.55.2.49,0,0.081844,0.601524,0.000041,0,0,MOBILE,{0.685931}
0.015351,0,10.55.2.49,10.55.2.52,0,0.601524,0.081844,0.002832,0,0.000014,MOBILE,{0.685931}
